30,休闲娱乐,136, 电影院
30,休闲娱乐,2636, 运动健身
30,休闲娱乐,135, KTV
35,周边游,33831, 景点
35,周边游,2926, 展馆展览
35,周边游,2834, 动植物园
35,周边游,33832, 旅游其他
35,周边游,2916, 水上娱乐
35,周边游,5672, 温泉
35,周边游,2926, 展览馆
35,周边游,5672, 温泉
35,周边游,25461, 演出场馆
35,周边游,2916, 水上项目
40,宴会,34110, 场地布置
40,宴会,34197, 会议培训
40,宴会,34198, 其他宴会
40,宴会,2831, 宝宝宴
40,宴会,165, 婚宴
45,运动健身,34212, 球类运动
45,运动健身,34215, 休闲运动
45,运动健身,151, 游泳馆
45,运动健身,147, 健身中心
45,运动健身,6701, 武术格斗
45,运动健身,150, 体育场馆
45,运动健身,145, 更多运动场馆
50,丽人,157, 美发
50,丽人,33761, 美甲美睫
50,丽人,158, 美容/SPA
50,丽人,183, 医学美容
50,丽人,149, 舞蹈
50,丽人,148, 瑜伽
50,丽人,123, 化妆品
50,丽人,2898, 纹绣
50,丽人,493, 纹身
50,丽人,159, 瘦身纤体
50,丽人,2572, 祛痘
50,丽人,34281, 养发
50,丽人,2790, 产后塑形
55,结婚,163, 婚纱摄影
55,结婚,165, 婚宴
55,结婚,6700, 个性写真
55,结婚,162, 婚纱礼服
55,结婚,191, 珠宝首饰
55,结婚,167, 婚庆公司
55,结婚,25412, 西服定制
55,结婚,166, 彩妆造型
55,结婚,186, 婚车租赁
55,结婚,33888, 旅拍
55,结婚,185, 婚礼跟拍
55,结婚,192, 婚礼小商品
55,结婚,6844, 更多婚礼服务
55,结婚,164, 司仪主持
60,酒店,3020, 五星级/豪华型
60,酒店,171, 经济型
60,酒店,3022, 四星级/高档型
60,酒店,3024, 三星级/舒适型
60,酒店,33841, 民宿
60,酒店,171, 经济型酒店B&B
60,酒店,174, 更多酒店住宿
60,酒店,173, 度假村
60,酒店,25842, 客栈旅舍
60,酒店,6714, 精品酒店
60,酒店,6693, 公寓式酒店
60,酒店,33830, 高端酒店
60,酒店,173, 度假村/别墅
60,酒店,33838, 商务酒店
60,酒店,33837, 快捷酒店
60,酒店,33842, 度假酒店
60,酒店,172, 青年旅舍
60,酒店,25842, 客栈民宿
65,爱车,34072, 美容洗车
65,爱车,180, 停车场
65,爱车,176, 维修保养
65,爱车,34084, 4S店
65,爱车,34073, 加油充电
65,爱车,178, 租车
65,爱车,34087, 改装调优
65,爱车,34085, 综合经销商
65,爱车,34076, 摩托车
65,爱车,177, 配件厂商
65,爱车,34075, 车管机关
65,爱车,34086, 二手车
65,爱车,34088, 服务区
65,爱车,34074, 救援理赔
65,爱车,34077, 代办服务
70,亲子,33803, 儿童乐园
70,亲子,27763, 幼儿才艺
70,亲子,27813, 儿童摄影
70,亲子,27761, 早教中心
70,亲子,27762, 幼儿外语
70,亲子,189, 幼儿园
70,亲子,125, 母婴购物
70,亲子,20009, 托班/托儿所
70,亲子,2784, 月子会所
70,亲子,27767, 婴儿游泳
70,亲子,257, 妇幼医院
70,亲子,188, 儿童STEM
70,亲子,258, 月子护理
70,亲子,27814, 孕妇摄影
70,亲子,34117, 婴儿护理
70,亲子,33797, 宝宝派对
70,亲子,27768, 产后恢复
70,亲子,193, 亲子摄影
70,亲子,33779, 幼小衔接
70,亲子,34139, 新生儿摄影
70,亲子,27769, 更多亲子服务
70,亲子,34045, 儿童医院
70,亲子,34147, 儿童运动馆
70,亲子,34148, 亲子会所
70,亲子,34146, 亲子活动
70,亲子,34136, 儿童在线教育
75,学习培训,2876, 升学辅导
75,学习培训,2873, 音乐培训
75,学习培训,260, 教育院校
75,学习培训,2874, 美术培训
75,学习培训,2872, 语言培训
75,学习培训,2877, 职业培训
75,学习培训,33757, 书法培训
75,学习培训,2878, 兴趣生活
75,学习培训,34129, 运动培训
75,学习培训,179, 驾校
75,学习培训,2882, 更多教育培训
75,学习培训,32722, 留学
75,学习培训,33817, 成人学历提升
75,学习培训,34107, 在线教育网校
75,学习培训,32722, 留学移民
80,生活服务,3064, 快照摄影
80,生活服务,836, 房屋地产
80,生活服务,34003, 金融
80,生活服务,33762, 洗涤护理
80,生活服务,33976, 家电数码维修
80,生活服务,195, 家政
80,生活服务,3066, 文印图文
80,生活服务,26491, 更多生活服务
80,生活服务,33971, 便民服务
80,生活服务,26117, 居家维修
80,生活服务,33986, 搬家运输
80,生活服务,33958, 商务服务
80,生活服务,979, 公司企业
80,生活服务,2930, 回收
80,生活服务,3082, 政府机构
80,生活服务,197, 旅行社
80,生活服务,980, 售票点
80,生活服务,34154, 心理咨询
80,生活服务,34023, 情趣生活
80,生活服务,34031, 老年生活
80,生活服务,33994, 丧葬
80,生活服务,2928, 生活配送
80,生活服务,26491, 更多旅行服务
80,生活服务,157, 美发
80,生活服务,26119, 网站
80,生活服务,33965, 文化传媒
80,生活服务,25462, 演出票务
80,生活服务,178, 租车
80,生活服务,197, 旅行社
80,生活服务,34270, 自行车租赁
80,生活服务,3082, 政府机构
80,生活服务,180, 停车场
85,医疗健康,182, 齿科
85,医疗健康,181, 综合医院
85,医疗健康,612, 体检中心
85,医疗健康,235, 药店
85,医疗健康,2914, 中医
85,医疗健康,34188, 基层医疗卫生机构
85,医疗健康,34053, 眼科医院
85,医疗健康,34190, 门诊
85,医疗健康,34051, 皮肤病医院
85,医疗健康,34192, 保健疗养院
85,医疗健康,34054, 耳鼻喉医院
85,医疗健康,34191, 诊所
85,医疗健康,34050, 妇科医院
85,医疗健康,2912, 其他医疗
85,医疗健康,34052, 精神卫生机构
85,医疗健康,34046, 男科医院
85,医疗健康,34189, 急救中心
85,医疗健康,34290, 医疗器械
85,医疗健康,34194, 骨科医院
85,医疗健康,34291, 献血
90,家居,25475, 装修设计
90,家居,32702, 家具家居
90,家居,32704, 家装卖场
90,家居,34035, 全屋/橱柜定制
90,家居,6826, 建材
90,家居,32705, 家用电器
90,家居,33867, 厨卫洁具
90,家居,34209, 甲醛检测治理
90,家居,33876, 灯饰照明
90,家居,33953, 家装展会
95,宠物,34039, 其他宠物
95,宠物,34042, 宠物食品用品
95,宠物,34043, 购宠
95,宠物,25147, 宠物店
95,宠物,25148, 宠物医院
34259,交通枢纽,34260, 市内交通
34259,交通枢纽,34261, 城际交通
34259,交通枢纽,3080, 其他交通
